# generation,lower_bound,upper_bound,mean,stdev
152,4210,4331,4289.00000,43.48563
153,4210,4331,4289.00000,43.48563
154,4210,4331,4289.00000,43.48563
155,4210,4331,4289.00000,43.48563
156,4210,4331,4289.00000,43.48563
157,4210,4331,4289.00000,43.48563
158,4210,4331,4289.00000,43.48563
159,4210,4331,4289.00000,43.48563
160,4210,4331,4285.00000,46.73329
161,4210,4331,4285.00000,46.73329
162,4210,4331,4285.00000,46.73329
163,4210,4331,4284.00000,47.24405
164,4210,4331,4284.00000,47.24405
165,4210,4331,4284.00000,47.24405
166,4210,4331,4284.00000,47.24405
167,4210,4331,4284.00000,47.86439
168,4189,4331,4281.00000,52.80152
169,4189,4331,4281.00000,52.82045
170,4189,4331,4281.00000,52.82045
171,4189,4331,4281.00000,52.82045
172,4189,4331,4278.00000,51.57519
173,4189,4331,4278.00000,51.57519
174,4178,4331,4277.00000,53.76802
175,4178,4331,4277.00000,53.76802
176,4178,4331,4277.00000,53.76802
177,4178,4331,4277.00000,53.76802
178,4178,4331,4277.00000,53.76802
179,4178,4331,4275.00000,52.23026
180,4178,4331,4275.00000,52.23026
181,4178,4331,4275.00000,52.23026
182,4178,4331,4275.00000,52.23026
183,4178,4331,4275.00000,52.23026
184,4178,4315,4270.00000,48.14561
185,4178,4315,4270.00000,48.14561
186,4178,4314,4270.00000,47.57100
187,4178,4314,4270.00000,47.57100
188,4178,4314,4270.00000,47.57100
189,4178,4314,4270.00000,47.57100
190,4167,4314,4266.00000,48.46648
191,4167,4313,4266.00000,48.36321
192,4167,4304,4264.00000,47.37088
193,4143,4304,4262.00000,53.14132
194,4143,4304,4260.00000,51.71073
195,4143,4304,4260.00000,51.71073
196,4143,4304,4260.00000,51.71073
197,4143,4304,4259.00000,51.45872
198,4143,4304,4259.00000,51.45872
199,4143,4304,4259.00000,51.45872
200,4143,4304,4259.00000,51.45872
201,4143,4304,4259.00000,51.45872
202,4143,4304,4259.00000,51.45872
203,4143,4304,4259.00000,51.45872
204,4143,4304,4257.00000,50.05996
205,4143,4304,4257.00000,50.05996
206,4143,4304,4257.00000,50.05996
207,4143,4304,4257.00000,50.05996
208,4143,4304,4257.00000,50.05996
209,4143,4304,4257.00000,50.05996
210,4143,4304,4257.00000,49.76947
211,4143,4304,4256.00000,51.16640
212,4143,4304,4256.00000,51.16640
213,4143,4304,4256.00000,51.16640
214,4143,4304,4255.00000,51.81699
215,4143,4304,4255.00000,51.40039
216,4143,4304,4255.00000,51.40039
217,4143,4304,4253.00000,50.64583
218,4143,4304,4253.00000,50.55690
219,4143,4304,4253.00000,50.55690
220,4143,4304,4253.00000,50.55690
221,4143,4304,4251.00000,50.19960
222,4143,4304,4251.00000,50.19960
223,4143,4304,4251.00000,50.19960
224,4143,4304,4251.00000,50.19960
225,4143,4304,4251.00000,50.19960
226,4143,4304,4250.00000,49.54796
227,4143,4300,4249.00000,49.08156
228,4143,4300,4249.00000,49.08156
229,4143,4300,4248.00000,48.89785
230,4143,4300,4247.00000,48.50773
231,4143,4300,4245.00000,48.46648
232,4143,4300,4245.00000,48.46648
233,4143,4300,4245.00000,48.46648
234,4143,4300,4245.00000,48.46648
235,4143,4300,4245.00000,48.46648
236,4143,4300,4245.00000,48.46648
237,4143,4300,4245.00000,48.46648
238,4143,4300,4245.00000,48.46648
239,4143,4300,4245.00000,48.46648
240,4143,4300,4245.00000,48.46648
241,4143,4300,4245.00000,48.46648
242,4143,4300,4245.00000,48.46648
243,4143,4300,4245.00000,48.46648
244,4143,4300,4245.00000,48.46648
245,4143,4300,4245.00000,48.46648
246,4143,4300,4245.00000,48.46648
247,4143,4300,4245.00000,48.46648
248,4143,4300,4245.00000,48.46648
249,4143,4300,4245.00000,48.46648
250,4143,4300,4244.00000,48.18714
