# generation,lower_bound,upper_bound,mean,stdev
99,6098,6294,6211.00000,56.32051
100,6098,6294,6211.00000,56.46238
101,6098,6294,6211.00000,56.46238
102,6098,6294,6210.00000,57.05261
103,6098,6294,6209.00000,57.05261
104,6098,6294,6208.00000,57.17517
105,6098,6294,6208.00000,57.22762
106,6098,6294,6208.00000,57.22762
107,6097,6294,6207.00000,56.92978
108,6097,6294,6207.00000,56.92978
109,6097,6294,6205.00000,57.63679
110,6097,6294,6205.00000,57.63679
111,6097,6294,6205.00000,57.63679
112,6097,6294,6204.00000,56.37375
113,6097,6294,6204.00000,56.37375
114,6097,6294,6204.00000,56.37375
115,6097,6294,6204.00000,56.37375
116,6097,6294,6202.00000,55.29919
117,6097,6294,6202.00000,55.29919
118,6097,6294,6202.00000,55.29919
119,6097,6294,6202.00000,55.29919
120,6075,6288,6200.00000,59.18615
121,6075,6288,6198.00000,60.01666
122,6075,6286,6198.00000,59.69087
123,6075,6286,6198.00000,59.97499
124,6075,6286,6198.00000,59.97499
125,6075,6286,6198.00000,59.97499
126,6075,6286,6198.00000,59.97499
127,6075,6286,6198.00000,59.97499
128,6075,6286,6198.00000,59.97499
129,6074,6267,6195.00000,57.09641
130,6074,6267,6195.00000,57.09641
131,6074,6258,6192.00000,54.04628
132,6074,6258,6192.00000,54.04628
133,6074,6258,6192.00000,54.04628
134,6074,6255,6190.00000,52.64979
135,6074,6255,6189.00000,53.47897
136,6074,6255,6189.00000,53.47897
137,6074,6255,6188.00000,53.52569
138,6074,6255,6188.00000,53.34791
139,6074,6255,6188.00000,53.34791
140,6074,6255,6188.00000,53.34791
141,6074,6255,6185.00000,51.57519
142,6074,6255,6185.00000,51.57519
143,6074,6255,6185.00000,51.57519
144,6074,6255,6185.00000,51.57519
145,6074,6255,6184.00000,51.13707
146,6074,6255,6181.00000,53.33854
147,6074,6255,6181.00000,53.33854
148,6074,6255,6181.00000,53.33854
149,6074,6255,6181.00000,53.33854
150,6074,6255,6181.00000,53.33854
151,6074,6255,6181.00000,53.33854
152,6074,6255,6181.00000,53.33854
153,6074,6255,6179.00000,54.58938
154,6074,6255,6179.00000,54.58938
155,6074,6255,6178.00000,55.29919
156,6074,6255,6178.00000,55.29919
157,6074,6255,6178.00000,55.29919
158,6074,6255,6178.00000,55.29919
159,6074,6255,6178.00000,55.29919
160,6074,6243,6176.00000,53.54437
161,6074,6243,6174.00000,55.18152
162,6074,6243,6171.00000,56.07138
163,6074,6243,6171.00000,56.07138
164,6074,6243,6170.00000,57.79273
165,6074,6243,6170.00000,57.79273
166,6074,6243,6170.00000,57.79273
167,6074,6243,6168.00000,58.49786
168,6074,6243,6168.00000,58.49786
169,6074,6243,6167.00000,58.94065
170,6074,6243,6167.00000,58.94065
171,6074,6243,6167.00000,59.13544
172,6074,6243,6167.00000,59.13544
173,6074,6243,6167.00000,59.13544
174,6074,6243,6167.00000,59.13544
175,6074,6243,6167.00000,59.13544
176,6074,6243,6167.00000,59.13544
177,6074,6243,6167.00000,59.13544
178,6074,6243,6167.00000,59.13544
179,6074,6243,6167.00000,59.13544
180,6074,6243,6167.00000,59.13544
181,6074,6243,6167.00000,59.13544
182,6074,6243,6167.00000,59.13544
183,6074,6243,6167.00000,59.13544
184,6074,6243,6167.00000,59.13544
185,6074,6243,6167.00000,59.00000
186,6074,6243,6167.00000,59.00000
187,6074,6243,6167.00000,59.00000
188,6074,6243,6167.00000,59.00000
189,6074,6243,6166.00000,59.42222
190,6068,6243,6165.00000,60.48140
191,6068,6243,6165.00000,60.48140
192,6068,6243,6165.00000,60.48140
193,6068,6243,6165.00000,60.48140
194,6068,6243,6165.00000,60.48140
195,6068,6243,6163.00000,62.42596
196,6068,6243,6162.00000,62.38590
197,6068,6243,6162.00000,62.38590
198,6068,6243,6161.00000,61.75759
199,6068,6243,6161.00000,61.75759
200,6068,6243,6161.00000,61.86275
201,6068,6243,6161.00000,61.86275
202,6068,6243,6159.00000,64.04686
203,6068,6243,6159.00000,64.04686
204,6068,6243,6159.00000,64.04686
205,6068,6243,6158.00000,62.57795
206,6068,6243,6158.00000,62.57795
207,6068,6243,6158.00000,62.57795
208,6068,6243,6158.00000,62.57795
209,6068,6243,6157.00000,62.03225
210,6068,6243,6156.00000,61.25357
211,6068,6243,6156.00000,61.25357
212,6068,6243,6156.00000,61.25357
213,6068,6243,6155.00000,60.82763
214,6068,6243,6155.00000,60.82763
215,6068,6243,6150.00000,64.78426
216,6068,6243,6150.00000,64.78426
217,6068,6243,6150.00000,64.78426
218,6068,6243,6150.00000,64.78426
219,6068,6243,6150.00000,64.78426
220,6068,6243,6150.00000,64.78426
221,6068,6243,6150.00000,64.78426
222,6068,6243,6150.00000,64.78426
223,6068,6243,6150.00000,64.78426
224,6068,6243,6150.00000,64.78426
225,6068,6243,6150.00000,64.78426
226,6068,6243,6150.00000,64.78426
227,6068,6243,6150.00000,64.78426
228,6068,6243,6150.00000,64.78426
229,6068,6243,6150.00000,64.78426
230,6068,6243,6150.00000,64.78426
231,6068,6243,6150.00000,64.78426
232,6068,6243,6150.00000,64.78426
233,6068,6243,6150.00000,64.78426
234,6068,6220,6143.00000,57.62812
235,6068,6220,6143.00000,57.62812
236,6068,6220,6143.00000,57.62812
237,6068,6220,6143.00000,57.62812
238,6068,6220,6143.00000,57.62812
239,6068,6220,6143.00000,57.62812
240,6068,6220,6143.00000,57.62812
241,6068,6220,6143.00000,57.62812
242,6068,6220,6142.00000,59.03389
243,6068,6220,6142.00000,58.41233
244,6068,6220,6142.00000,58.41233
245,6068,6220,6142.00000,58.41233
246,6068,6220,6142.00000,58.41233
247,6068,6220,6142.00000,58.41233
248,6068,6220,6142.00000,58.41233
249,6068,6220,6140.00000,58.87274
250,6068,6220,6140.00000,58.87274
