# generation,lower_bound,upper_bound,mean,stdev
100,1297,1332,1313.00000,13.22876
101,1297,1332,1313.00000,13.22876
102,1297,1332,1313.00000,13.22876
103,1297,1332,1313.00000,13.22876
104,1297,1332,1313.00000,13.22876
105,1297,1332,1312.00000,12.92285
106,1297,1332,1312.00000,12.92285
107,1297,1332,1312.00000,12.92285
108,1297,1332,1312.00000,12.92285
109,1297,1332,1312.00000,12.92285
110,1297,1332,1311.00000,13.82027
111,1297,1332,1311.00000,13.82027
112,1297,1324,1309.00000,12.12436
113,1297,1324,1309.00000,12.12436
114,1297,1324,1309.00000,12.12436
115,1297,1324,1309.00000,12.12436
116,1297,1324,1309.00000,12.12436
117,1297,1324,1308.00000,12.44990
118,1297,1324,1308.00000,12.32883
119,1297,1324,1307.00000,12.80625
120,1297,1324,1307.00000,12.80625
121,1297,1324,1307.00000,12.80625
122,1297,1324,1307.00000,12.80625
123,1297,1324,1307.00000,12.80625
124,1297,1324,1307.00000,12.80625
125,1297,1324,1307.00000,12.80625
126,1297,1324,1307.00000,12.80625
127,1297,1324,1307.00000,12.80625
128,1297,1324,1307.00000,12.80625
129,1297,1324,1307.00000,13.03840
130,1297,1324,1307.00000,13.03840
131,1297,1324,1307.00000,13.03840
132,1297,1324,1307.00000,13.03840
133,1297,1324,1307.00000,13.03840
134,1297,1324,1307.00000,13.03840
135,1297,1324,1307.00000,13.03840
136,1297,1324,1307.00000,13.03840
137,1297,1324,1305.00000,11.95826
138,1297,1324,1305.00000,11.95826
139,1297,1324,1305.00000,11.95826
140,1297,1324,1305.00000,11.95826
141,1297,1324,1305.00000,11.95826
142,1297,1324,1305.00000,11.95826
143,1297,1324,1305.00000,11.95826
144,1297,1324,1305.00000,11.95826
145,1297,1324,1305.00000,11.95826
146,1297,1324,1305.00000,11.95826
147,1297,1324,1305.00000,11.95826
148,1297,1324,1304.00000,12.08305
149,1297,1324,1304.00000,12.08305
150,1297,1324,1304.00000,12.08305
151,1297,1324,1304.00000,12.08305
152,1297,1324,1304.00000,12.24745
153,1297,1324,1304.00000,12.24745
154,1297,1324,1304.00000,12.24745
155,1297,1324,1304.00000,12.24745
156,1297,1324,1304.00000,12.24745
157,1297,1324,1304.00000,12.24745
158,1297,1324,1304.00000,12.24745
159,1297,1324,1304.00000,12.24745
160,1297,1324,1304.00000,12.24745
161,1297,1324,1304.00000,12.24745
162,1297,1324,1304.00000,12.24745
163,1297,1324,1304.00000,12.24745
164,1297,1324,1304.00000,12.24745
165,1297,1324,1304.00000,12.24745
166,1297,1324,1304.00000,12.24745
167,1297,1324,1304.00000,12.24745
168,1297,1324,1304.00000,12.24745
169,1297,1324,1304.00000,12.24745
170,1297,1324,1304.00000,12.24745
171,1297,1324,1304.00000,12.24745
172,1297,1324,1304.00000,12.24745
173,1297,1324,1304.00000,12.24745
174,1297,1324,1304.00000,12.24745
175,1297,1324,1304.00000,12.24745
176,1297,1324,1304.00000,12.24745
177,1297,1324,1304.00000,12.24745
178,1297,1324,1304.00000,12.24745
179,1297,1324,1304.00000,12.24745
180,1297,1324,1304.00000,12.24745
181,1297,1324,1304.00000,12.24745
182,1297,1324,1304.00000,12.24745
183,1297,1324,1304.00000,12.24745
184,1297,1324,1304.00000,12.24745
185,1297,1324,1304.00000,12.24745
186,1297,1324,1304.00000,12.24745
187,1297,1324,1304.00000,12.24745
188,1297,1324,1304.00000,12.24745
189,1297,1324,1304.00000,12.24745
190,1297,1324,1304.00000,12.24745
191,1297,1324,1304.00000,12.24745
192,1297,1324,1304.00000,12.24745
193,1297,1324,1304.00000,12.24745
194,1297,1324,1304.00000,12.24745
195,1297,1324,1304.00000,12.24745
196,1297,1324,1304.00000,11.70470
197,1297,1324,1304.00000,11.70470
198,1297,1324,1304.00000,11.70470
199,1297,1324,1304.00000,11.70470
200,1297,1324,1304.00000,11.70470
201,1297,1324,1304.00000,11.35782
202,1297,1324,1304.00000,11.35782
203,1297,1324,1304.00000,11.35782
204,1297,1324,1304.00000,11.35782
205,1297,1324,1304.00000,11.35782
206,1297,1324,1304.00000,11.35782
207,1297,1324,1304.00000,11.35782
208,1297,1324,1304.00000,11.35782
209,1297,1324,1303.00000,11.09054
210,1297,1324,1303.00000,11.09054
211,1297,1324,1303.00000,11.09054
212,1297,1324,1303.00000,11.09054
213,1297,1324,1303.00000,11.09054
214,1297,1318,1302.00000,8.88819
215,1297,1318,1302.00000,8.88819
216,1297,1318,1302.00000,8.88819
217,1297,1318,1302.00000,8.88819
218,1297,1318,1302.00000,8.88819
219,1297,1318,1301.00000,7.34847
220,1297,1318,1301.00000,7.34847
221,1297,1318,1300.00000,7.28011
222,1297,1318,1300.00000,7.28011
223,1297,1318,1300.00000,7.28011
224,1297,1318,1300.00000,7.28011
225,1297,1318,1300.00000,7.28011
226,1297,1318,1300.00000,7.28011
227,1297,1318,1300.00000,7.28011
228,1297,1318,1300.00000,7.28011
229,1297,1318,1300.00000,6.55744
230,1297,1318,1300.00000,6.55744
231,1297,1318,1300.00000,6.55744
232,1297,1318,1300.00000,6.55744
233,1297,1318,1300.00000,6.55744
234,1297,1318,1300.00000,6.55744
235,1297,1318,1300.00000,6.55744
236,1297,1318,1300.00000,6.55744
237,1297,1318,1300.00000,6.55744
238,1297,1318,1300.00000,6.55744
239,1297,1318,1300.00000,6.55744
240,1297,1318,1300.00000,6.55744
241,1297,1318,1300.00000,6.55744
242,1297,1318,1300.00000,6.55744
243,1297,1318,1300.00000,6.55744
244,1297,1318,1300.00000,6.55744
245,1297,1318,1300.00000,6.55744
246,1297,1318,1300.00000,6.55744
247,1297,1318,1300.00000,6.55744
248,1297,1314,1299.00000,5.38516
249,1297,1314,1299.00000,5.38516
250,1297,1314,1299.00000,5.38516
