# generation,lower_bound,upper_bound,mean,stdev
187,3230,3356,3285.00000,41.46082
188,3230,3356,3283.00000,41.41256
189,3230,3356,3283.00000,41.41256
190,3230,3356,3283.00000,41.41256
191,3230,3356,3283.00000,41.41256
192,3230,3356,3283.00000,41.41256
193,3230,3356,3283.00000,41.41256
194,3230,3356,3283.00000,41.41256
195,3230,3356,3283.00000,41.41256
196,3230,3356,3283.00000,41.14608
197,3230,3356,3282.00000,40.59557
198,3230,3356,3282.00000,40.59557
199,3230,3356,3282.00000,40.39802
200,3230,3356,3279.00000,39.59798
201,3230,3356,3279.00000,39.59798
202,3230,3356,3279.00000,39.59798
203,3230,3356,3279.00000,39.59798
204,3230,3356,3279.00000,39.59798
205,3230,3356,3279.00000,39.59798
206,3230,3356,3279.00000,39.59798
207,3230,3356,3279.00000,39.59798
208,3230,3356,3279.00000,39.59798
209,3230,3356,3279.00000,39.59798
210,3230,3356,3279.00000,39.59798
211,3230,3356,3279.00000,39.59798
212,3223,3356,3278.00000,40.60788
213,3221,3356,3278.00000,40.91455
214,3221,3356,3277.00000,41.10961
215,3221,3356,3276.00000,40.66940
216,3220,3356,3276.00000,40.81666
217,3220,3355,3276.00000,40.58325
218,3215,3355,3275.00000,41.37632
219,3215,3355,3275.00000,41.37632
220,3215,3355,3275.00000,41.37632
221,3215,3355,3269.00000,43.87482
222,3215,3355,3269.00000,43.87482
223,3215,3355,3269.00000,43.87482
224,3215,3355,3269.00000,43.87482
225,3215,3355,3269.00000,43.87482
226,3215,3355,3269.00000,43.87482
227,3215,3335,3267.00000,39.83717
228,3215,3335,3267.00000,39.83717
229,3215,3335,3267.00000,39.83717
230,3215,3335,3267.00000,39.83717
231,3215,3335,3267.00000,39.83717
232,3215,3335,3267.00000,39.83717
233,3215,3335,3267.00000,39.83717
234,3215,3335,3267.00000,39.83717
235,3215,3335,3267.00000,39.83717
236,3215,3335,3267.00000,39.83717
237,3215,3335,3267.00000,39.83717
238,3215,3335,3267.00000,39.83717
239,3215,3335,3267.00000,39.83717
240,3215,3335,3267.00000,39.83717
241,3215,3335,3267.00000,39.83717
242,3215,3335,3267.00000,39.48417
243,3215,3335,3267.00000,39.48417
244,3215,3335,3267.00000,39.48417
245,3215,3335,3267.00000,39.48417
246,3215,3335,3267.00000,39.48417
247,3215,3335,3267.00000,39.48417
248,3215,3335,3267.00000,39.48417
249,3215,3335,3267.00000,39.48417
250,3215,3335,3267.00000,39.48417
