# generation,lower_bound,upper_bound,mean,stdev
70,1685,1745,1714.00000,21.11871
71,1685,1745,1714.00000,21.11871
72,1685,1745,1714.00000,21.11871
73,1685,1745,1714.00000,21.11871
74,1685,1745,1714.00000,21.11871
75,1685,1745,1714.00000,21.11871
76,1685,1745,1714.00000,21.11871
77,1685,1745,1711.00000,19.00000
78,1685,1745,1711.00000,19.00000
79,1682,1745,1710.00000,20.59126
80,1682,1745,1706.00000,18.73499
81,1682,1745,1706.00000,18.73499
82,1682,1745,1706.00000,18.73499
83,1682,1745,1706.00000,18.73499
84,1680,1745,1706.00000,19.44222
85,1680,1745,1706.00000,19.44222
86,1680,1745,1706.00000,19.44222
87,1680,1745,1706.00000,19.44222
88,1680,1745,1706.00000,19.44222
89,1680,1745,1706.00000,19.44222
90,1680,1745,1706.00000,19.44222
91,1680,1745,1706.00000,19.44222
92,1680,1745,1706.00000,19.44222
93,1680,1745,1706.00000,19.44222
94,1680,1745,1706.00000,19.44222
95,1680,1745,1706.00000,19.44222
96,1680,1745,1706.00000,19.44222
97,1680,1745,1706.00000,19.44222
98,1680,1745,1706.00000,19.33908
99,1680,1745,1706.00000,19.33908
100,1680,1745,1706.00000,19.33908
101,1680,1745,1706.00000,19.33908
102,1680,1745,1705.00000,18.43909
103,1680,1745,1705.00000,18.43909
104,1680,1745,1704.00000,18.35756
105,1680,1745,1704.00000,18.35756
106,1680,1745,1704.00000,18.68154
107,1680,1745,1702.00000,18.86796
108,1680,1745,1702.00000,18.86796
109,1680,1745,1702.00000,18.86796
110,1680,1745,1702.00000,18.86796
111,1680,1745,1700.00000,19.00000
112,1680,1745,1700.00000,19.00000
113,1680,1745,1700.00000,19.00000
114,1660,1745,1698.00000,22.18107
115,1660,1745,1697.00000,22.24860
116,1660,1745,1697.00000,22.24860
117,1660,1745,1697.00000,22.24860
118,1660,1745,1697.00000,22.11334
119,1660,1745,1697.00000,22.11334
120,1660,1745,1697.00000,22.11334
121,1660,1745,1697.00000,22.11334
122,1660,1745,1696.00000,22.33831
123,1660,1745,1696.00000,22.33831
124,1660,1745,1696.00000,22.40536
125,1660,1745,1696.00000,22.40536
126,1660,1745,1696.00000,22.40536
127,1660,1745,1696.00000,22.40536
128,1660,1745,1696.00000,22.40536
129,1660,1745,1696.00000,22.40536
130,1660,1745,1696.00000,22.58318
131,1660,1745,1696.00000,22.58318
132,1660,1745,1696.00000,22.58318
133,1660,1745,1696.00000,22.58318
134,1660,1745,1696.00000,22.58318
135,1660,1745,1696.00000,22.58318
136,1660,1745,1696.00000,22.58318
137,1660,1745,1696.00000,22.71563
138,1660,1745,1696.00000,22.71563
139,1660,1745,1696.00000,22.71563
140,1660,1745,1696.00000,22.71563
141,1660,1745,1696.00000,22.71563
142,1660,1745,1696.00000,22.71563
143,1660,1745,1696.00000,22.71563
144,1660,1745,1695.00000,22.51666
145,1660,1745,1695.00000,22.51666
146,1660,1745,1695.00000,22.51666
147,1660,1745,1695.00000,22.51666
148,1660,1745,1695.00000,22.51666
149,1660,1745,1695.00000,22.53886
150,1660,1745,1695.00000,22.53886
151,1660,1745,1695.00000,22.53886
152,1660,1745,1695.00000,22.53886
153,1660,1745,1695.00000,22.53886
154,1660,1745,1695.00000,22.53886
155,1660,1745,1695.00000,22.53886
156,1660,1745,1695.00000,22.75961
157,1660,1745,1695.00000,22.75961
158,1660,1745,1695.00000,22.75961
159,1660,1745,1695.00000,22.71563
160,1660,1745,1695.00000,22.71563
161,1660,1745,1695.00000,22.73763
162,1660,1745,1695.00000,22.73763
163,1660,1745,1695.00000,22.73763
164,1660,1745,1695.00000,22.73763
165,1660,1745,1695.00000,22.73763
166,1660,1745,1693.00000,24.77902
167,1660,1745,1693.00000,24.93993
168,1660,1745,1693.00000,24.93993
169,1660,1745,1691.00000,24.47448
170,1660,1745,1691.00000,24.47448
171,1660,1745,1691.00000,24.47448
172,1660,1745,1691.00000,24.47448
173,1660,1745,1691.00000,24.47448
174,1660,1745,1691.00000,24.47448
175,1660,1726,1689.00000,20.24846
176,1660,1726,1689.00000,20.24846
177,1660,1726,1689.00000,20.24846
178,1660,1726,1689.00000,20.24846
179,1660,1707,1687.00000,16.21727
180,1660,1703,1686.00000,15.71623
181,1660,1703,1686.00000,15.71623
182,1660,1703,1686.00000,15.71623
183,1660,1703,1686.00000,15.71623
184,1660,1703,1686.00000,15.71623
185,1660,1703,1686.00000,15.71623
186,1660,1703,1686.00000,15.71623
187,1660,1703,1686.00000,15.71623
188,1660,1703,1686.00000,15.71623
189,1660,1703,1686.00000,15.71623
190,1660,1703,1686.00000,15.71623
191,1660,1703,1686.00000,15.71623
192,1660,1703,1686.00000,15.71623
193,1660,1703,1685.00000,15.65248
194,1660,1703,1685.00000,15.65248
195,1660,1703,1685.00000,15.65248
196,1660,1703,1685.00000,15.65248
197,1660,1703,1685.00000,16.30951
198,1660,1703,1685.00000,16.30951
199,1660,1703,1685.00000,16.30951
200,1660,1703,1684.00000,16.30951
201,1660,1703,1684.00000,16.30951
202,1660,1703,1684.00000,16.30951
203,1660,1703,1684.00000,16.30951
204,1660,1703,1684.00000,16.30951
205,1660,1703,1684.00000,16.30951
206,1660,1703,1684.00000,16.30951
207,1660,1703,1684.00000,16.30951
208,1660,1703,1684.00000,16.15549
209,1660,1703,1684.00000,16.15549
210,1660,1703,1684.00000,16.15549
211,1660,1703,1684.00000,16.15549
212,1660,1703,1684.00000,16.15549
213,1660,1703,1684.00000,16.15549
214,1660,1703,1684.00000,16.15549
215,1660,1703,1684.00000,16.15549
216,1660,1703,1684.00000,16.15549
217,1660,1703,1684.00000,16.15549
218,1660,1703,1684.00000,16.15549
219,1660,1703,1684.00000,16.15549
220,1660,1703,1684.00000,16.15549
221,1660,1703,1684.00000,16.15549
222,1656,1703,1683.00000,16.85230
223,1656,1703,1683.00000,16.85230
224,1656,1703,1683.00000,16.85230
225,1656,1702,1683.00000,16.73320
226,1656,1702,1683.00000,16.73320
227,1656,1702,1683.00000,16.73320
228,1656,1702,1683.00000,16.73320
229,1656,1702,1683.00000,16.73320
230,1656,1702,1683.00000,16.73320
231,1656,1702,1683.00000,16.73320
232,1656,1702,1683.00000,16.73320
233,1656,1702,1683.00000,16.73320
234,1656,1702,1683.00000,16.73320
235,1656,1702,1683.00000,16.73320
236,1656,1702,1683.00000,16.73320
237,1656,1702,1683.00000,16.73320
238,1656,1702,1683.00000,16.73320
239,1656,1702,1682.00000,17.20465
240,1656,1702,1682.00000,17.20465
241,1656,1702,1682.00000,17.20465
242,1656,1702,1682.00000,17.20465
243,1656,1702,1682.00000,17.20465
244,1656,1702,1682.00000,17.20465
245,1656,1702,1682.00000,17.20465
246,1656,1702,1682.00000,17.20465
247,1656,1702,1681.00000,16.73320
248,1656,1702,1681.00000,16.73320
249,1656,1702,1681.00000,17.14643
250,1656,1702,1681.00000,17.14643
