# generation,lower_bound,upper_bound,mean,stdev
208,11092,11315,11204.00000,64.01562
209,11092,11315,11204.00000,64.01562
210,11092,11315,11203.00000,64.24951
211,11092,11315,11203.00000,64.24951
212,11092,11315,11203.00000,64.24951
213,11092,11315,11203.00000,64.24951
214,11092,11315,11202.00000,64.52131
215,11092,11315,11202.00000,64.52131
216,11092,11315,11202.00000,64.52131
217,11092,11315,11202.00000,64.52131
218,11092,11315,11202.00000,64.52131
219,11092,11315,11202.00000,64.52131
220,11055,11315,11198.00000,72.06941
221,11055,11303,11197.00000,69.98571
222,11055,11298,11196.00000,69.16647
223,11055,11298,11196.00000,69.16647
224,11055,11298,11195.00000,67.12675
225,11055,11298,11195.00000,67.12675
226,11055,11298,11195.00000,67.12675
227,11055,11298,11195.00000,67.12675
228,11055,11278,11193.00000,63.94529
229,11055,11278,11193.00000,63.94529
230,11055,11278,11191.00000,63.35614
231,11055,11261,11188.00000,59.38855
232,11055,11261,11188.00000,59.38855
233,11055,11261,11188.00000,59.38855
234,11055,11261,11188.00000,59.38855
235,11055,11261,11186.00000,59.20304
236,11055,11261,11186.00000,59.20304
237,11055,11261,11186.00000,59.20304
238,11055,11261,11182.00000,61.46544
239,11055,11261,11181.00000,61.59545
240,11055,11261,11181.00000,61.58734
241,11055,11259,11181.00000,61.30253
242,11055,11259,11181.00000,61.30253
243,11055,11256,11180.00000,60.88514
244,11042,11245,11178.00000,62.13695
245,11042,11245,11177.00000,62.19325
246,11042,11245,11177.00000,62.19325
247,11035,11245,11176.00000,63.52165
248,11035,11245,11176.00000,63.52165
249,11035,11245,11176.00000,63.24555
250,11035,11245,11176.00000,63.24555
